paper,citationKey,robot,Main
Xiong G and Lauder G V 2014 Center of mass motion in swimming fish: effects of speed and locomotor mode during undulatory propulsion Zoology 117 269–81,Xiong_2014,,FALSE
Webb P W and Weihs D 1994 Hydrostatic stability of fish with swim bladders: not all fish are unstable Can. J. Zool. 72 1149–54,Webb_1994_c,,FALSE
"Di Santo V, Blevins E L and Lauder G V 2017 Batoid locomotion: effects of speed on pectoral fin deformation in the little skate, Leucoraja erinacea J. Exp. Biol. 220",di_Santo_etal_2017_b,,FALSE
"Thompson S P 1914 A little more about curvature of curves Calculus Made Easy 2nd edn (London: Palgrave) pp 249–65
[99]",Thompson_1914,,FALSE
"McPhee D L and Janz D M 2014 Dietary selenomethionine exposure alters swimming performance, metabolic capacity and energy homeostasis in juvenile fathead minnow Aquat. Toxicol. 155 91–100",McPhee_2014,,FALSE
"Yanase K, Herbert N A and Montgomery J C 2012 Disrupted flow sensing impairs hydrodynamic performance and increases the metabolic cost of swimming in the yellowtail kingfish, Seriola lalandi J. Exp. Biol. 215 3944–54",Yanase_etal_2012,,
"Claireaux G, Couturier C and Groison A L 2006 Effect of temperature on maximum swimming speed and cost of transport in juvenile European sea bass (Dicentrarchus labrax) J. Exp. Biol. 209 3420–8",Claireaux_2006,,FALSE
"Brett J R and Groves T D D 1979 Physiological energetics Fish Physiology (Bioenergetics and Growth, vol VII)vol 7 ed W S Hoar, D J Randall and J R Brett (London: Academic) pp 279–352",Brett_1979,,FALSE
"Ohlberger J, Staaks G and Hölker F 2006 Swimming efficiency and the influence of morphology on swimming costs in fishes J. Comp. Physiol. B 176 17–25",Ohlberger_etal_2006,,FALSE
"Williams R and Noren D P 2009 Swimming speed, respiration rate, and estimated cost of transport in adult killer whales Mar. Mammal Sci. 25 327–50",Williams_2009,,FALSE
"Maertens A P, Triantafyllou M S and Yue D K P 2015 Efficiency offish propulsion Bioinsp. Biomim. 10 1–11",Maertens_etal_2015,,FALSE
Anderson J D 2011 Applied aerodynamics: the flow over a circular cylinder—the real case Fundamentals of Aerodynamics 5th edn pp 292–300,Anderson_2011,,FALSE
"Cumming G, Fidler F and Vaux D L 2007 Error bars in experimental biology J. Cell Biol. 177 7–11",Cumming_etal_2007,,FALSE
Fay D S and Gerow K 2013 A biologist’s guide to statistical thinking and analysis WormBook (The C elegans Research Community) (Wyoming: WormBook) pp 1–54,Fay_2013,,FALSE
"Taylor J R 1997 An Introduction to Error Analysis 2nd edn (Sausalito, CA: University Science Books)",Taylor_1997,,FALSE
Katz S L and Shadwick R E 1998 Curvature of swimming fish midlines as an index of muscle strain suggests swimming muscle produces net positive work J. Theor.,Katz_1998,,FALSE
"Nangia N, Bale R, Chen N, Hanna Y and Patankar N A 2017 Optimal specific wavelength for maximum thrust production in undulatory propulsion PloS One 12",Nangia_etal_2017,,FALSE
"Gleiss A C, Schallert R J, Dale J J, Wilson S G and Block B A 2019 Direct measurement of swimming and diving kinematics of giant atlantic bluefin tuna (Thunnus thynnus) R. Soc. Open Sci. 6 190203",Gleiss_2019,,FALSE
"Swimming performance of Pacific bluefin tuna Biology and Ecology of Bluefin Tuna 2015 ed K Takagi and S Kimura (Boca Raton, FL: CRC Press) pp 274–91",Takagi_2015,,FALSE
"Yu J, Zhang T and Qian J 2011 Testing methods for electric motors Electrical Motor Products: Int. Energy-Efficient Standards and Testing Methods (Sawston: Woodhead Publishing) pp 95–172",Yu_etal_2011,,FALSE
Blix A S and Folkow L P 1995 Daily energy expenditure in free living minke whales Acta Physiol. Scand. 153 61–6,Blix_1995,,FALSE
"Wiguna, T., Heo, S., Park, H. C., & Goo, N. S. (2009). Design and experimental parameteric study of a fish robot actuated by piezoelectric actuators. Journal of Intelligent Material Systems and Structures, 20(6), 751–758. https://doi.org/10.1177/1045389X08096359",Wiguna_etal_2009,,TRUE
"Balakrishnan, S. and Niezrecki, C. 2002. ‘‘Investigation ofTHUNDER Actuators as Underwater Propulsors,’’ J. Intel. Mat. Sys. Struc., 13:193–207.",Balakrishnan_2002,,FALSE
"Bandyopadhyay, P.R. 2004. ''Trends in Biorobotic Autonomous Undersea Vehicles,'' IEEE J. Oceanic Eng., 29:1–32.",Bandyopadhyay_2004,,FALSE
"Borgen, M.G., Washington, G.N. and Kinzel, G.L. 2003. ''Design and Evolution of a Piezoelectrically Actuated Miniature Swimming Vehicles’’ IEEE/ASME Trans. Mechatronics, 8:66–76",Borgen_etal_2003,,FALSE
"Dickinson, M.H., Lehmann, F.O. and Sane, S.P. 1999. ‘‘Wing Rotation and the Aerodynamics Basis of Insect Flight,’’ Science, 284:1954–1960",Dickinson_etal_1999,,FALSE
"Fish, F.E., Lauder, G.V., Mittal, R., Techet, A.H., Triantafyllou, M.S., Walker, J.A. and Webb, P.W. 2003. ''Conceptual Design for the Construction of a Biorobotic AUV Based on Biological Hydrodynamics,’’ In: Proc. 13th Intl. Symp. Unmanned Untethered Submersible Tech., Durham, NH, USA",Fish_etal_2003,,FALSE
"Hellbaum, R., Bryant, R.G. and Fox. R. 1997. ''Thin Layer Composite Unimorph Ferroelectric Driver and Sensor,'' US Patent Specification, 5:632–841.",Hellbaum_etal_1997,,FALSE
"Myszka, D.H. 1999. Machines and Mechanisms – Applied Kinematics Analysis, Prentice-Hall, Upper Saddle River, NJ, USA.",Myszka_1999,,FALSE
"Tangorra, J., Anquetil, P., Fofonoff, T., Chen, A., Zio, M.D. and Ian, H.I. 2007. ''The Application of Conducting Polymers to a Biorobotic Fin Propulsor,'' Bioinspiration and Biomimetics, 2:S6–S17.",Tangorra_etal_2007,,FALSE
"Yoon, K.J., Park, K.H., Lee, S.K., Goo, N.S. and Park, H.C. 2004. ‘‘Analytical Design Model for a Piezo-composite Unimorph Actuator and its Verification using Lightweight Piezo-composite Actuators,’’ Smart Mat. Struc,. 13:459–467.",Yoon_etal_2004,,FALSE
"Wise, T. N., Schwalbe, M. A. B., & Tytell, E. D. (2018). Hydrodynamics of linear acceleration in bluegill sunfish, Lepomis macrochirus. Journal of Experimental Biology, 221(23). https://doi.org/10.1242/jeb.190892",Wise_etal_2018,,TRUE
"Bale, R., Shirgaonkar, A. A., Neveln, I. D., Bhalla, A. P. S., MacIver, M. A. and Patankar, N. A. (2014a). Separability of drag and thrust in undulatory animals and machines. Sci. Rep. 4, 7329.",Bale_etal_2014_c,,FALSE
"Bale, R., Hao, M., Bhalla, A. P. S., Bhalla, S. and Patankar, N. A. (2014b). Energy efficiency and allometry of movement of swimming and flying animals. Proc. Natl.",Bale_etal_2014_b,,FALSE
"Borazjani, I. (2015). Simulations of unsteady aquatic locomotion: from unsteadiness in straight-line swimming to fast-starts. Integr. Comp. Biol. 55, 740-752.",Borazjani_2015,,FALSE
"DuBois, A. B., Cavagna, G. A. and Fox, R. S. (1974). Pressure distribution on the body surface of swimming fish. J. Exp. Biol. 60, 581-591.",Dubois_etal_1974,,FALSE
"Faber, T. E. (1995). Fluid dynamics for physicists. Cambridge: Cambridge University Press.",Faber_1995,,FALSE
"Ferná ndez-Prats, R., Raspa, V., Thiria, B., Huera-Huarte, F. and Godoy-Diana, R. (2015). Large-amplitude undulatory swimming near a wall. Bioinspir. Biomim.",Ferná_2015,,FALSE
"Kloke, J. and McKean, J. W. (2015). Nonparametric Statistical Methods Using R. Boca Raton: CRC Press.",Kloke_2015,,FALSE
"Lauder, G. V., Drucker, E. G. and Nauen, J. C. (2003). Experimental hydrodynamics and evolution: caudal fin locomotion in fishes. In Vertebrate Biomechanics and Evolution (ed. V. L. Bels, J.-P. Gasc and A. Casinos), pp.",Lauder_etal_2003,,FALSE
"Madgwick, S. O. H., Harrison, A. J. L. and Vaidyanathan, A. (2011). Estimation of IMU and MARG orientation using a gradient descent algorithm. IEEE Int. Conf. Rehabil. Robot. 2011, 5975346-5975347",Madgwick_etal_2011,,FALSE
"Plew, D. R., Nikora, V. I., Larned, S. T., Sykes, J. R. E. and Cooper, G. G. (2007). Fish swimming speed variability at constant flow: Galaxias maculatus. New Zeal. J. Mar. Freshw. Res. 41, 185-195",Plew_etal_2007,,FALSE
"Tytell, E. D. (2011). Experimental hydrodynamics. In Encyclopedia of Fish",Tytell_2011_b,,FALSE
"Wickham, H. (2009). ggplot2: Elegant Graphics for Data Analysis. New York: Springer-Verlag.",Wickham_2009,,FALSE
,Wolf_etal_2020,,TRUE
"Dewey P A, Quinn D B, Boschitsch B M and Smits A J 2014 Propulsive performance of unsteady tandem hydrofoils in a side-by-side configuration Phys. Fluids 26 041903",Dewey_etal_2014,,FALSE
"DickinsonM, Farley C T, Full R J, Koehl MA, KramR and Lehman S 2000 How animals move: an integrative view Science 288 100–6",Dickson_etal_2000,,FALSE
Drucker E G 1996 The use of gait transition speed in comparative studies of fish locomotion Am. Zool. 36 555–66,Drucker_1996,,FALSE
Gelman A and Hill J 2006 Data Analysis Using Regression and Multilevel/Hierarchical Models (New York: Cambridge University,Gelman_2006,,FALSE
"Hemmati A, Van Buren T and Smits A J 2019 Effects of trailing edge shape on vortex formation by pitching panels of small aspect ratio Phys. Rev. Fluids 4 033101",Hemmati_etal_2019,,FALSE
"Li K, Jiang H, Wang S and Yu J 2018 A soft robotic fish with variablestiffness decoupled mechanisms J. Bionic Eng. 15 599–609",Li_etal_2018,,FALSE
"Long J H, Nipper K S, Long J H Jr and Nipper K S 1996 The importance of body stiffness in undulatory propulsion1 Am. Zool. 36",Long_etal_1996,,FALSE
Long J H Jr 2012 Darwin's Devices: What Evolving Robots Can Teach Us about the History of Life and the Future of Technology vol 52 (New York: Basic Books) https://doi.org/10.1093/icb/ics107,Long_2012,,FALSE
Mcletchie K-M W 2003 Drag reduction of an elastic fish model Oceans 2003. Celebrating the Past...Teaming Toward the Future 5 pp SP2938–SP2944,Mcletchie_2003,,FALSE
"Mignano A P, Kadapa S, Tangorra J L and Lauder G V 2019 Passing the wake: using multiple fins to shape forces for swimming Biomimetics 4 1–23",Mignano_etal_2019,,FALSE
"Shadwick R E and Gemballa S 2005 Structure, kinematics, and muscle dynamics in undulatory swimming Fish Physiology vol 23 (San Diego: Academic) pp 241–80",Shadwick_2005,,FALSE
"Souri H et al 2020 Wearable and stretchable strain sensors: materials, sensing mechanisms, and applications, Adv. Int. Syst. in preparation Tytell E D 2006 Median fin function in bluegill sunfish Lepomis macrochirus: streamwise vortex structure during steady swimming J. Exp. Biol. 209 1516–34",Souri_2020,,FALSE
"Wright B, Vogt D M, Wood R J and Jusufi A 2019 Soft sensors for curvature estimation under water in a soft robotic fish 2019 2nd IEEE Int. Conf. on Soft Robotics (RoboSoft) pp 367– 71",Wright_2019,,FALSE
Zhou W and Li Y 2020 Modeling and analysis of soft pneumatic actuator with symmetrical chambers used for bionic robotic fish Soft Robot. 7 168–78,Zhou_2020,,FALSE
"Ziegler M, Hoffmann M, Carbajal J P and Pfeifer R 2011 Varying body stiffness for aquatic locomotion Proc. IEEE Int. Conf. on Robotics and Automation pp 2705–12",Ziegler_etal_2011,,FALSE
"Wolf, Z., & Lauder, G. V. (2022). A fish-like soft-robotic model generates a diversity of swimming patterns. Integrative and Comparative Biology, 00(0), 1–14. https://doi.org/10.1093/icb/icac039",WolfLauder_2022,,TRUE
"Di Santo V, Goerig E, Wainwright DK, Akanyeti O, Liao JC, Castro-Santos T, Lauder GV. 2021. Convergence of undulatory swimming kinematics across a diversity of fishes. Proc Nat Acad Sci 118:e2113206118.",di_Santo_etal_2021,,FALSE
"Friedman ST, Price SA, Wainwright PC. 2021. The effect of locomotion mode on body shape evolution in teleost fishes. Int Organ Biol, 3. doi:10.1093/iob/obab016",Friedman_etal_2021,,FALSE
"Higham TE, Ferry LA, Schmitz L, Irschick DJ, Starko S, Ander- son PS, Bergmann PJ, Jamniczky HA, Monteiro LR, Navon D et al.. 2021. Linking ecomechanical models and functional traits to understand phenotypic diversity. Trends Ecol Evol, 36: 860–73.",Higham_etal_2021,,FALSE
"Oceans 2003. Celebrating the Past...Teaming Toward the Future (IEEE Cat. No. 03CH37492), 5:SP2938–SP2944.",Oceans_2003,,FALSE
"Mosadegh B, Polygerinos P, Keplinger C, Wennstedt S, Shepherd RF, Gupta U, Shim J, Bertoldi K, Walsh CJ, Whitesides GM. 2014. Pneumatic networks for soft robotics that actuate rapidly. Adv Func Mat, 24:2163–70.",Mosadegh_etal_2014,,FALSE
Smits AJ. 2019. Undulatory and oscillatory swimming. J Fluid Mech 874:1–70.,Smits_2019,,FALSE
"Wu, Z., Yu, J., Tan, M., & Zhang, J. (2014). Kinematic comparison of forward and backward swimming and maneuvering in a self-propelled sub-carangiform robotic fish. Journal of Bionic Engineering, 11(2), 199–212. https://doi.org/10.1016/S1672-6529(14)60037-8",Wu_etal_2014,,TRUE
"Bandyopadhyay P R, Beal D N, Menozzi A. Biorobotic insights into how animals swim. The Journal of Experimental Biology, 2008, 211, 206–214.",Bandyopadhyay_etal_2008,,FALSE
"Yan Q, Han Z, Zhang S, Yang J. Parametric research of experiments on a carangiform robotic fish. Journal of Bionic Engineering, 2008, 5, 95–101.",Yan_etal_2005,,FALSE
"Nguyen P L, Do V P, Lee B R. Dynamic modeling of a non-uniform flexible tail for a robotic fish. Journal of Bionic Engineering, 2013, 10, 201–209",Nguyen_etal_2013,,FALSE
"Islam S S, Zelenin P V. Modifications of locomotor pattern underlying escape behavior in the lamprey. Journal of Neurophysiology, 2008, 99, 297–307.",Islam_2008,,FALSE
"Herrel A, Choi H, Schepper N D, Aerts P, Adriaens D. Kinematics of swimming in two burrowing anguilliform fishes. Zoology, 2011, 114, 78–84.",Herrel_etal_2011,,FALSE
"Niu X, Xu J, Ren Q, Wang Q. Locomotion generation and motion library design for an anguilliform robotic fish. Journal of Bionic Engineering, 2013, 10, 251–264.",Niu_etal_2013,,FALSE
"Zhou C, Cao Z, Hou Z, Wang S, Tan M. Backward swimming gaits for a carangiform robotic fish. Neural Computing and Applications, 2013, 23, 2015–2021.",Zhou_etal_2013,,FALSE
"Zelenin P. Reticulospinal neurons controlling forward and backward swimming in the lamprey. Journal of Neurophysiology, 2011, 105, 1361–1371.",Zelenin_2011,,FALSE
"Ajallooeian M, Ahmadabadi M N, Araabi B N, Moradi H. Central Pattern Generator for multidimensional trajectory generation. Robotics and Autonomous Systems, 2012, 60, 182–198.",Ajallooeian_etal_2012,,FALSE
"Wu X, Ma S. Adaptive creeping locomotion of a Autonomous Robots, 2010, 28, 283–294.",Wu_2010,,FALSE
"Yu J, Wang M, Tan M, Zhang J. Three-dimensional swimming. IEEE Robotics and Automation Magazine, 2011, 18, 47–58.",Yu_etal_2011_b,,FALSE
"Yu J, Wang L, Tan M. Geometric optimization of relative link lengths for biomimetic robotic fish. IEEE Transactions on Robotics, 2007, 23, 382–386.",Yu_etal_2007_b,,FALSE
"Guertin P A. The mammalian central pattern generator for locomotion. Brain Research Reviews, 2009, 62, 45–56.",Guertin_2009,,FALSE
"Silver R, Boahen K, Grillner S, Kopell N, Olsen K L. Neurotech for neuroscience: Unifying concepts, organizing, principles, and emerging tools. The Journal of Neuroscience, 2007, 27, 11807–11819.",Silver_etal_2007,,FALSE
"Long J H Jr, Shepherd W, Root R G. Maneuverability and reversible propulsion: How eel-like fish swim forward and backward using traveling body waves. Proceedings of 10th International Symposium Unmanned Untethered Submersi- ble Technology (UUST), Specification Session Bio-Engi- neering, NH, USA, 1997, 118–134",Long_etal_1997,,FALSE
"Buchli J, Ijspeert A J. Distributed central pattern generator International Symposium Unmanned Untethered Submersimodel for robotics application based on phase sensitivity ble Technology (UUST), Specification Session Bio-Engianalysis. Biologically Inspired Approaches to Advanced neering, NH, USA, 1997, 118–134. Information Technology, 2004, 3141, 333–349.",Buchli_1997,,FALSE
"Kane T. The use of Kane's dynamical equations in robotics. International Journal of Robotics Research, 1983, 2, 3–21.",Kane_1983,,FALSE
"Wu Z, Yu J, Tan M. CPG parameter search for a biomimetic robotic fish based on particle swarm optimization. Pro- ceedings of the IEEE International Conference on Robotics and Biomimetics, Guangzhou, China, 2012, 563–568",Wu_etal_2012,,FALSE
"Xie, F., Li, Z., Ding, Y., Zhong, Y., & Du, R. (2020). An Experimental Study on the Fish Body Flapping Patterns by Using a Biomimetic Robot Fish. IEEE Robotics and Automation Letters, 5(1), 64–71. https://doi.org/10.1109/LRA.2019.2941827",Xie_etal_2020,,TRUE
"T. Fukuda, F. Chen, and Q. Shi, Bio-Inspired Robotics. Basel, Switzerland: Appl. Sci., 2018.",Fukuda_etal_2018,,FALSE
"M. Kaya and I. H. Tuncer, ""Nonsinusoidal path optimization of a flapping airfoil,"" Amer. Inst. Aeronaut. Astronaut. J., vol. 45, no. 8, pp. 2075–2082, 2007.",Kaya_2007,,FALSE
"K. Lu, Y. H. Xie, and D. Zhang, ""Numerical study of large amplitude, nonsinusoidal motion and camber effects on pitching airfoil propulsion,"" J. Fluids Struct., vol. 36, pp. 184–194, 2013.",Lu_etal_2013,,FALSE
"F. S. Hover, Ø. Haugsdal, and M. S. Triantafyllou, ""Effect of angle of attack profiles in flapping foil propulsion,"" J. Fluids Struct., vol. 19, no. 1, pp. 37–47, 2004.",Hover_etal_2004,,FALSE
"L. Wen, G. Wu, and J. Li, ""Hydrodynamic experimental investigation on efficient swimming of robotic fish using self-propelled method,"" Int. J. Offshore Polar Eng., vol. 20, no. 3, pp. 167–174, 2010.",Wen_etal_2010_b,,FALSE
"E. Donati et al., ""Investigation of collective behaviour and electrocommunication in the weakly electric fish, Mormyrus rume, through a biomimetic robotic dummy fish,"" Bioinspiration Biomimetics, vol. 11, no. 6, 2016, Art.",Donati_etal_2016,,FALSE
"E. Marder and D. Bucher, ""Central pattern generators and the control of rhythmic movements,"" Current Biol., vol. 11, no. 23, pp. R986–R996, 2001.",Marder_2001,,FALSE
"A. Crespi, D. Lachat, A. Pasquier, and A. J. Ijspeert, ""Controlling swimming and crawling in a fish robot using a central pattern generator,"" Auton. Robots, vol. 25, no. 1/2, pp. 3–13, 2008.",Crespi_etal_2008,,FALSE
"J. Yu, R. Ding, Q. Yang, M. Tan, and J. Zhang, ""Amphibious pattern design of a robotic fish with wheel-propeller-fin mechanisms,"" J. Field Robot., vol. 30, no. 5, pp. 702–716, 2013.",Yu_etal_2013,,FALSE
"J. Yu, C. Wang, and G. Xie, ""Coordination of multiple robotic fish with applications to underwater robot competition,"" IEEE Trans. Ind. Electron., vol. 63, no. 2, pp. 1280–1288, Feb. 2016.",Yu_etal_2016_e,,FALSE
"J. Yu, Z. Wu, M. Wang, and M. Tan, ""CPG network optimization for a biomimetic robotic fish via PSO,"" IEEE Trans. Neural Netw. Learn. Syst., vol. 27, no. 9, pp. 1962–1968, Sep. 2016.",Yu_etal_2016_f,,FALSE
"W. Zhao, Y. Hu, L. Zhang, and L. Wang, ""Design and CPG-based control of biomimetic robotic fish,"" IET Control Theory Appl., vol. 3, no. 3, pp. 281–",Zhao_etal_00001,,FALSE
"S. Zhang, B. Liu, L. Wang, Q. Yan, K. H. Low, and J. Yang, ""Design and Implementation of a lightweight bioinspired pectoral fin driven by SMA,"" IEEE/ASME Trans. Mechatronics, vol. 19, no. 6, pp. 1773–1785, Dec. 2014.",Zhang_etal_20141,,FALSE
"Z. Li and R. Du, ""Design and analysis of a biomimetic wire-driven flapping propeller,"" in Proc. 4th IEEE RAS EMBS Int. Conf. Biomed. Robot. Biomechatronics, 2012, pp. 276–281.",Li_2012,,FALSE
"B. Liao, Z. Li, and R. Du, ""Robot tadpole with a novel biomimetic wiredriven propulsor,"" in Proc. IEEE Int. Conf. Robot. Biomimetics, 2012, pp. 557–562.",Liao_etal_2012,,FALSE
"R. M. Alexander, Elastic Mechanisms in Animal Movement. Cambridge, U.K.: Cambridge Univ. Press, 1988.",Alexander_1988,,FALSE
"D. W. Linzey, Vertebrate Biology. Baltimore, MD, USA: The Johns Hopkins Univ. Press, 2012.",Linzey_2012,,FALSE
"J. Yu, R. Ding, Q. Yang, M. Tan, W. Wang, and J. Zhang, ""On a Bioinspired amphibious robot capable of multimodal motion,"" IEEE/ASME Trans. Mechatronics, vol. 17, no. 5, pp. 847–856, Oct. 2012.",Yu_etal_2012_b,,FALSE
"L. L. Howell, Compliant Mechanisms. Toronto, ON, Canada: Wiley, 2001.",Howell_2001,,FALSE
"J. Wang, P. K. McKinley, and X. Tan, ""Dynamic modeling of robotic fish with a base-actuated flexible tail,"" ASME J. Dyn. Syst., Meas., Control, vol. 137, no. 1, 2015, Art. no. 11004.",Wang_etal_2015,,FALSE
"Z. Bing, L. Cheng, K. Huang, M. Zhou, and A. Knoll, ""CPG-based control of smooth transition for body shape and locomotion speed of a snake-like robot,"" in Proc. IEEE Int. Conf. Robot. Autom., 2017, pp. 4146–4153.",Bing_etal_2017,,FALSE
"R. M. Alexander, Principles of Animal Locomotion. New Jersey, NJ, USA: Princeton Univ. Press, 2003.",Alexander_2003,,FALSE
"Yu, J., Wang, S., & Tan, M. (2005). A simplified propulsive model of bio-mimetic robot fish and its realization. Robotica, 23(1), 101–107. https://doi.org/10.1017/S0263574704000426",Yu_etal_2005,,TRUE
"B. G. Tong, ""Propulsive mechanism of fish's undulatory motion,"" Mechanics In Engineering 22, 69–74 (2000) (in Chinese).",Tong_2000,,FALSE
"J. M. Anderson, M. S. Triantafyllou and P. A. Kerrebrock, ""Concept design of a flexible-hull unmanned undersea vehicle,"" Proceedings of the International Offshore and Polar Engineering Conference (1997) pp. 82–88.",Anderson_etal_1997,,FALSE
"Mojarrad Mehran, ""AUV biomimetic propulsion,"" Oceans Conference Record (IEEE) (2000) pp. 2141–2146.",Mehran_2000,,FALSE
"J. Y. Cheng and R. Blickhan, ""Note on the calculation of propeller efficiency using elongated body theory,"" J. Exp. Biol. 192, 169–177 (1994).",Cheng_1994,,FALSE
"J. Czarnowski, R. Cleary and B. Kreamer, ""Exploring the possibility of placing traditional marine vessels under oscillating foil propulsion,"" Proceedings of the Seventh International Offshore and Polar Engineering Conference (1997) pp. 76–81.",Czarnowski_etal_1997,,FALSE
"Yu, J., Wang, M., Tan, M., & Li, Y. F. (2009). Step function based turning maneuvers in biomimetic robotic fish. Proceedings - IEEE International Conference on Robotics and Automation, 3431–3436. https://doi.org/10.1109/ROBOT.2009.5152230",Yu_etal_2009,,TRUE
"P. Dario, B. Hannaford, and A.T. Takanishi, “Guest editorial: special issue on biorobotics,” IEEE Trans. Robot., vol. 24, no. 1, pp. 3–4, Feb. 2008",Dario_etal_2008,,
"H. Hu and K.H. Low, “Guest editorial: special issue on biologically inspired robotic fish,” Int. J. Autom. Comput., vol. 3, no. 4, pp. 323– 324, 2006",Hu_2006_b,,
"K.A. Morgansen, B.I. Triplett, and D.J. Klein,“Geometric methods for modeling and control of free-swimming fin-actuated underwater vehicles,” IEEE Trans. Robot., vol. 23, no. 6, pp. 1184–1199, Dec. 2007v",Morangsen_etal_2007,,
"R.W. Blake and K.H.S. Chan, “Models of the turning and fast-starting swimming dynamics of aquatic vertebrates,” J. Fish Biol., vol. 69, pp. 1824–1836, 2006.",Blake_2006,,
"J.H.G. Verhagen, “Hydrodynamics of burst swimming fish larvae: a conceptual model approach,” J. Theor. Biol., vol. 229, pp. 235–248, 2004",Verhagen_2004,,
"Q. Li, “Blending implicit shapes using smooth unit step functions,” in Proc. WSCG’2004, 2004, pp. 297–304.",Li_2004,,
"J. Yu, L. Liu, and M. Tan, ""Three-dimensional dynamic modelling of robotic fish: simulations and experiments,"" Trans. Inst. Meas. Contr., vol. 30, no. 3–4, pp. 239–258, 2008.",Yu_etal_2008_c,,FALSE
"Yu, J., Tan, M., Wang, S., & Chen, E. (2004). Development of a biomimetic robotic fish and its control algorithm. IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics, 34(4), 1798–1810. https://doi.org/10.1109/TSMCB.2004.831151",Yu_etal_2004,,TRUE
"M. Mojarrad, ""AUV biomimetic propulsion,"" in Oceans Conf. Rec., Sept. 2000, pp. 2141–2146.",Mojarrad_2000,,FALSE
"F. Bullo, N. E. Leonard, and A. D. Lewis, ""Controllability and motion algorithms for underactuated Lagrangian systems on Lie groups,"" IEEE Trans. Automat. Contr., vol. 45, pp. 1437–1454, Aug. 2000.",Bullo_etal_2000,,FALSE
"H. Ying, ""Fuzzy systems technology: a brief overview,"" IEEE Trans. Circuits Syst. Soc. Newsletter, vol. 11, pp. 28–37, 2000.",Ying_2000,,FALSE
"J. Zhu, Mechanism and Application of Fuzzy Control. Beijing, R.O.C.: Mechanical, 1995.",Zhu_etal_1995,,FALSE
"H. Ying, Fuzzy Control and Modeling: Analytical Foundations and Applications. Piscataway, NJ: IEEE Press, 2000.",Ying_2000_b,,FALSE
"J. Z. Yu, S. Wang, and M. Tan, ""A parallel algorithm for visual tracking of multiple free-swimming robot fishes based on color information,"" in IEEE Int. Conf. Robotics, Intelligent Systems, Signal Processing, Hunan, China, Oct. 2003, pp. 359–364.",Yu_etal_2003_b,,FALSE
"O. Khatib, ""Real-time obstacle avoidance for manipulators and mobiles,"" Int. J. Robot. Res., vol. 5, pp. 90–98, 1986.",Khatib_1986,,FALSE
"R. Jarvis, ""Distance transform based path planning for robot navigation,"" Scientific, 1993, vol. 11, Robotics and Intelligent Systems, ch. 1.",Jarvis_1993,,FALSE
"Yu, J., Zhang, C., & Liu, L. (2016). Design and control of a single-motor-actuated robotic fish capable of fast swimming and maneuverability. IEEE/ASME Transactions on Mechatronics, 21(3), 1711–1719. https://doi.org/10.1109/TMECH.2016.2517931",Yu_etal_2016,,TRUE
"F. E. Fish, ""Advantages of natural propulsive systems,"" Marine Technol. Soc. J., vol. 47, no. 5, pp. 37–44, 2013.",Fish_2013,,FALSE
"J. Yu, F. Sun, D. Xu, and M. Tan, “Embedded vision guided 3-D tracking control for robotic fish,” IEEETrans. Ind. Electron., vol. 63, no. 1, pp. 355– 363, Jan. 2016",Yu_etal_2016_g,,FALSE
"T. Hu, K. H. Low, L. Shen, and X. Xu, ""Effective phase tracking for bioinspired undulations of robotic fish models: A learning control approach,"" IEEE/ASME Trans. Mechatronics, vol. 19, no. 1, pp. 191–200, Feb. 2014.",Hu_etal_2014,,FALSE
"Y.-S. Ryuh, G.-H. Yang, J. Liu, and H. Hu, ""A school of robotic fish for mariculture monitoring in the sea coast,"" J. Bionic Eng., vol. 12, no. 1. pp. 37–46, Jan. 2015.",Ryuh_etal_2015,,FALSE
"Y. Jia and L. Wang, ""Leader–follower flocking of multiple robotic fish,"" IEEE/ASME Trans. Mechatronics, vol. 20, no. 3, pp. 1372–1383, Jun. 2015.",Jia_2015,,FALSE
"C. Zhang, J. Yu, and M. Tan, ""Mechanical design of a two-joint robotic fish,"" in Proc. Int. Conf. Climbing Walking Robots, Hanzhou, China, Sep. 2015, pp. 744–751.",Zhang_etal_2015,,FALSE
"Zhang, Z., Philen, M., & Neu, W. (2010). A biologically inspired artificial fish using flexible matrix composite actuators: analysis and experiment. Smart Materials and Structures, 19(9), 94017. https://doi.org/10.1088/0964-1726/19/9/094017",Zhang_etal_2010,,TRUE
"Tao T, Liang Y-C and Taya M 2006 Bio-inspired actuating system for swimming using shape memory alloy composites",Tao_etal_2006,,FALSE
"Tangorra J, Anquetil P, Fofonoff T, Chen A, Zio M D and Hunter I 2007 The application of conducting polymers to a biorobotic fin propulsor Bioinsp. Biomimet.",Tangorra_2007,,FALSE
"Jamie M and Anderson P A K 1999 The vorticity control unmanned undersea vehicle (VCUUV)—an autonomous Robot Tuna 11th Int. Symp. on Unmanned Untethered Submersible Technology (Durham, NH)",Jamie_1999,,FALSE
